Alteration_Year,BBL,BIN,borough,Comfort Station,CNSTRCT_YR,DESCRIPTION,DOITT_ID,DOITT_Source,Demolition_Year,GISPROPNUM,GROUNDELEV,HEIGHTROOF,LOCATION,MaintBy,MaintBySpec,OMPPROPID,Parks_District,SYSTEM,multipolygon,Recreation_Center,FeatureStatus
,5044380061,5107633,R,FALSE,1862,Historic Richmond Town-Saint Patrick's Church,718442,current,,R013,36,40.09511999,"Forest Hill Rd., London Rd., Rockland Ave., Arthur Kill Rd.",,,R013,R-02,R013-BLG7633,"MULTIPOLYGON (((-74.14345590879938 40.57088095158707, -74.14351441245175 40.57087340504688, -74.1435153700161 40.570877722772934, -74.14360390113296 40.57086630332881, -74.14371428990496 40.570852063942105, -74.1437182776169 40.57087004155557, -74.1437546791597 40.57086534659223, -74.14375089654803 40.57084829356351, -74.1437792876863 40.57084463161364, -74.14375415695969 40.57073134808477, -74.14372576705104 40.5707350109275, -74.14372178651016 40.570717070226635, -74.14368538622868 40.570721766078705, -74.14368936557729 40.570739705881735, -74.14349044601538 40.57076536557018, -74.1434911829619 40.57076868578934, -74.14345141083352 40.570773815329815, -74.14343267821579 40.570776231418705, -74.14345590879938 40.57088095158707)))",FALSE,Active
,5033550001,5164735,R,FALSE,2014,Ocean Breeze Track & Field Athletic Complex,1262394,current,,R149,10,89,Father Capodanno Boulevard,,,R149-BLG0001,R-02B,R149-BLG0001,"MULTIPOLYGON (((-74.07583742701634 40.582822534659165, -74.07517594845937 40.58245798966046, -74.07440801834339 40.58326795713649, -74.07459242773028 40.583369587771664, -74.07513728800022 40.58367096952572, -74.07529768323866 40.58350241520043, -74.0753786794196 40.58354721719168, -74.07589289732002 40.58300683260869, -74.0758119002683 40.58296203097848, -74.07590677570471 40.582862326247934, -74.07583647486476 40.58282344121484, -74.07583742701634 40.582822534659165)))",TRUE,Active
,4028050031,4062889,QN,TRUE,2013,Queens Vietnam Veterans Memorial,1283769,current,,Q492,87,,79th St. & Grand Ave.,,,Q492,Q-04,Q492-BLG6076,"MULTIPOLYGON (((-73.88504970875918 40.73053978975298, -73.88506677384183 40.73055351794025, -73.88508420436138 40.7305640181642, -73.88510150838268 40.73057099366626, -73.8851185096223 40.73057438663805, -73.88513738128803 40.73057567157998, -73.88515281324443 40.730572662161926, -73.88516467642826 40.73056537626671, -73.88517274569782 40.7305539451452, -73.8851731426279 40.7305530432308, -73.88517554665975 40.73054078519526, -73.88517406634706 40.730527401251855, -73.88516884043977 40.73051412163436, -73.88515999531342 40.73050111396299, -73.8851478405215 40.7304887225402, -73.88513236203745 40.730476844692966, -73.88511364025098 40.73046554263514, -73.88509173902084 40.73045485425039, -73.88507219175011 40.730451344368845, -73.88505485484912 40.73045246981028, -73.88504094180308 40.73045815164202, -73.8850314298992 40.73046799101481, -73.88502586017519 40.73048316533753, -73.88502743872273 40.73050408844415, -73.88503686536478 40.73052514725861, -73.88504970875918 40.73053978975298)))",FALSE,Active
,2056500002,2123674,BX,FALSE,1935,Pelham Bay golf course,1158778,current,,X039,52,15.82677822,"Hutchinson River, Long Island Sound bet. Bronc County Line and Middletown Rd., Watt Ave.",,,X039,X-15,X039-BLG3674,"MULTIPOLYGON (((-73.80884494803178 40.881961872774355, -73.80889576307072 40.88197252415941, -73.80889915944219 40.88196318991454, -73.80891869214238 40.88190950990568, -73.80888416094909 40.88190227133352, -73.80886787715052 40.88189885763011, -73.80884494803178 40.881961872774355)))",FALSE,Active
,2043360001,2115603,BX,FALSE,1984,Bronx Park-Building,1256978,current,,X002,63,24,"Burke Ave., E. 180 St. bet. Dr. Kazamiroff Blvd., Southern Blvd. and Bronx Park E., Unionport Rd.",,,X002,X-06,X002-BLG5603,"MULTIPOLYGON (((-73.87550353728442 40.86048049315622, -73.87550865317698 40.86048156845953, -73.87559754051892 40.86050024326255, -73.87562232376959 40.860432252299596, -73.87562428134503 40.860426881180445, -73.87553027820627 40.86040713109563, -73.87550353728442 40.86048049315622)))",FALSE,Active
,3087000250,,BK,FALSE,,West 2 St. Lifeguard Station,,,,B169,,,,,,B169,B-13,B169-BLG6345,"MULTIPOLYGON (((-73.971717641608 40.57403252564586, -73.97170126303908 40.573969977482925, -73.97148877105289 40.574000035780365, -73.97150530490116 40.57406356648422, -73.971717641608 40.57403252564586)))",FALSE,Inactive
,1011110001,,MN,FALSE,,Central Park-Wien Walk And Arsenal-Building,,,,M010,,,,,,M010-ZN01,M-13,M010-ZN01-BLG0710,"MULTIPOLYGON (((-73.97226119290708 40.76728522821696, -73.97222837169284 40.767290828647596, -73.97221426024034 40.767314412139655, -73.97222177157141 40.767337644245686, -73.97225090987833 40.76735051766452, -73.972285227526 40.76734373522604, -73.9722993380678 40.7673222958246, -73.97229017557521 40.76729637352183, -73.97226119290708 40.76728522821696)))",FALSE,Active
,1018190010,1088077,MN,FALSE,1961,Wards Island Park-Building,49427,current,,M107,31,24,,,,M107,M-11,M107-BLG1580,"MULTIPOLYGON (((-73.92598540773992 40.78574229633597, -73.92598634639667 40.785750514915435, -73.92602345982463 40.78607553152661, -73.92606115412276 40.78607304511808, -73.92606990767402 40.78607246720876, -73.9261121434356 40.78606968112834, -73.92614495976869 40.78606751574546, -73.92615916710622 40.78606657842216, -73.92617429861303 40.78606558045504, -73.92614238587988 40.78578611639197, -73.92613968132659 40.7857624296685, -73.9261393316684 40.78575936954032, -73.92613778050712 40.78574578808317, -73.92613698263798 40.78573879787924, -73.92613624577902 40.78573234531375, -73.92598540773992 40.78574229633597)))",FALSE,Inactive
,1018190203,1088069,MN,FALSE,,Randall's Island Park-Building,568206,current,,M104,19,30,,,,M104,M-11,M104-BLG1556,"MULTIPOLYGON (((-73.92178597616655 40.79870792319986, -73.92183217167943 40.79872660748664, -73.92184903247093 40.7987025332536, -73.92186370093398 40.79868158946989, -73.92186745054087 40.79867623673975, -73.92187855319118 40.79868072695242, -73.92190901382885 40.798693047517986, -73.92195549954653 40.79871184901692, -73.92198860024092 40.79866458798461, -73.92200861470167 40.798636011562714, -73.92199161487832 40.798629135550044, -73.92198271996693 40.79862553833719, -73.92197834239315 40.798623766792794, -73.92197277567197 40.798621515377455, -73.92196500239754 40.79861837187385, -73.92194892523698 40.79861186928636, -73.9219219870599 40.798600972105724, -73.92192056695391 40.79860039842599, -73.92193307392309 40.79858254098259, -73.92193825617707 40.79857514148393, -73.9219978887528 40.79859926121497, -73.92199803325043 40.79859931984526, -73.92202936767082 40.79855458080546, -73.92203789830869 40.798542400112616, -73.92202158190983 40.79853580011937, -73.9219762037174 40.79851744604402, -73.92198131708062 40.79850916580801, -73.92198258766547 40.79850789966487, -73.92198497461095 40.79850551945861, -73.92198927388971 40.79850230308175, -73.92199412833934 40.798499580554264, -73.92199944072931 40.79849740584032, -73.92200510317386 40.79849582479231, -73.92201100306748 40.798494866150044, -73.9220170218884 40.79849455144518, -73.92202303876371 40.79849488599902, -73.92202893283444 40.7984958634263, -73.9220698268903 40.7984374747622, -73.92207005834553 40.79843714443529, -73.92206277808562 40.79843193282355, -73.92205997104085 40.79842877557447, -73.92205780420583 40.7984253387028, -73.9220563260765 40.79842169698286, -73.9220555661831 40.79841793057907, -73.9220555433921 40.79841411874821, -73.92205769474265 40.79840446684561, -73.92205792941232 40.798403415220605, -73.92206046843535 40.798396637975266, -73.92206385327094 40.79839007652122, -73.9220680494833 40.79838379206906, -73.92207302027083 40.79837784222576, -73.92207871935442 40.798372282790986, -73.92208196447065 40.798369677137366, -73.92208509335154 40.7983671641565, -73.92208993664391 40.79836383828259, -73.92209531730688 40.7983610278575, -73.92210113811554 40.79835878234296, -73.92210730066944 40.798357143095416, -73.92211369236541 40.7983561370537, -73.92212020416595 40.79835578215407, -73.92212672112117 40.7983560855229, -73.922167269604 40.79829819006348, -73.92216291237717 40.79829524608904, -73.92215916356243 40.798291853175925, -73.922156100097 40.79828808431661, -73.92215378587619 40.79828401879829, -73.92215227175542 40.79827974040184, -73.92215158843611 40.798275340998984, -73.92215175121633 40.798270911550595, -73.92215275524651 40.79826654570528, -73.92215457908974 40.798262335299604, -73.92215718590882 40.7982583685576, -73.92216051991146 40.79825473008844, -73.92207206870654 40.79821895290159, -73.92207908474823 40.798208935982615, -73.9221260118224 40.79814193269075, -73.92208622779432 40.798125840890116, -73.92204206390325 40.798188900044735, -73.92203228464442 40.79820286198301, -73.92198829360952 40.798185068960436, -73.92198546055265 40.798188952699604, -73.92198200337639 40.79819253254786, -73.92197797784024 40.798195751811335, -73.92197344917841 40.79819855830527, -73.9219684909113 40.79820090705428, -73.92196318010475 40.798202761190026, -73.92195760448301 40.79820408925439, -73.92195185175763 40.79820487059518, -73.92194601555443 40.798205093569315, -73.92194018830592 40.79820475373681, -73.9219344648018 40.79820385746546, -73.92189390074401 40.7982617744454, -73.92189720100694 40.798266706017344, -73.92189983031402 40.79827186496103, -73.92190176265719 40.79827719902988, -73.92190297795524 40.7982826541804, -73.92190346442496 40.798288173673036, -73.92190321620483 40.79829370347397, -73.9219026198047 40.798297043023496, -73.92190223691811 40.798299185053054, -73.92190053492283 40.79830456438598, -73.92189812924263 40.79830978655513, -73.9218950424562 40.79831479664529, -73.9218913089843 40.798319546052724, -73.92188696324905 40.7983239852732, -73.92188205151677 40.798328069313044, -73.92187662479051 40.7983317558832, -73.92187073525105 40.798335008999054, -73.92186444574162 40.798337794484134, -73.92185781791437 40.798340083564135, -73.9218509205227 40.79834185467362, -73.92184382468781 40.7983430880498, -73.92183660033649 40.79834377203355, -73.92179692514006 40.798400418975774, -73.92179607409071 40.79840163497354, -73.92180040286381 40.79840458344498, -73.9218041469427 40.798407962859045, -73.9218072353076 40.7984117065305, -73.92180960524209 40.79841574057602, -73.92181121062329 40.79841998752129, -73.92181202074148 40.798424362698604, -73.92181201910735 40.79842878054923, -73.92181120700629 40.798433155526645, -73.92180959875925 40.798437401192565, -73.9218072264585 40.79844143382219, -73.92180413640857 40.79844517600397, -73.92181852455344 40.798450995788, -73.92179321622947 40.79848713188345, -73.92177909022924 40.79850729979616, -73.92176083380825 40.79849991591519, -73.92175528951782 40.798507832047015, -73.92172604754928 40.798549582774584, -73.9217007118388 40.79858575665162, -73.92168450148168 40.79860890018863, -73.92167357666348 40.79862449932635, -73.92166575575442 40.79863566561123, -73.92165285819247 40.79865408016941, -73.92178597616655 40.79870792319986)))",FALSE,Inactive
,1018689999,1089285,MN,FALSE,,Broadway Center Plots-Broadway Malls Zone 4-Building,287120,current,,M094,74,19,,,,M095-ZN04,M-07,M095-ZN04-BLG1511,"MULTIPOLYGON (((-73.97153258158843 40.79495025401699, -73.97159724336045 40.794977203021226, -73.9716775040041 40.79486597861102, -73.97161238501673 40.79483883863268, -73.97153258158843 40.79495025401699)))",FALSE,Active
,1021780530,1089409,MN,FALSE,1943,Dyckman Marina,841870,current,,M028,6,22,348 Dyckman St,,,M028,M-12,M028-BLG1448,"MULTIPOLYGON (((-73.93183174394763 40.86870532522377, -73.93191096239035 40.86872929438505, -73.93193162985291 40.86868993089709, -73.93195557338183 40.86869717504456, -73.93203595977488 40.868544069053065, -73.93190915223101 40.86850570100094, -73.93182876559145 40.86865880780568, -73.9318524114487 40.86866596265032, -73.93183174394763 40.86870532522377)))",FALSE,Active
,2056500001,2124070,BX,FALSE,1935,Orchard Beach Nature Center,323129,current,,X039,11,10.39,"at Orchard Beach, near Twin Island Trail",,,X039_temp1,X-15A,X039-ZN15-BLG1445,"MULTIPOLYGON (((-73.7864285903982 40.870506623193286, -73.7867450949146 40.87052252319179, -73.7867498819426 40.8704676254952, -73.7867159854655 40.870465922154835, -73.7867176677569 40.87044663314316, -73.78666764796336 40.870444120161764, -73.78666833271943 40.87043626554341, -73.78651110007752 40.87042836651006, -73.78651037469393 40.87043667670087, -73.78643501945274 40.87043289117494, -73.7864285903982 40.870506623193286)))",FALSE,Active
,2056500001,2124067,BX,FALSE,1935,Pelham Bay Park-Twenty-six Courts & Bath Courts-Building,532558,current,,X039,10,10.87,,,,X039-ZN17,X-15A,X039-ZN17-BLG1430,"MULTIPOLYGON (((-73.79158821183404 40.869070099938135, -73.79158636037673 40.86907153557911, -73.79163677270425 40.86910901771458, -73.7917208955161 40.86904381823646, -73.79172262637806 40.86904149629234, -73.79172357628443 40.8690389289055, -73.7917236890119 40.869036266356495, -73.79172295813878 40.86903366531924, -73.79172142708141 40.8690312771546, -73.79169914823082 40.86901471292667, -73.79169716153505 40.869013501781666, -73.79169480446636 40.869012755522014, -73.79169226781433 40.869012535725496, -73.79168975793068 40.86901285897338, -73.79168747774087 40.869013699517815, -73.79168561369585 40.869014989258105, -73.79162343603399 40.8690631802423, -73.79161493634915 40.869056859653924, -73.79161001547756 40.869053201076525, -73.79158821183404 40.869070099938135)))",FALSE,Active
,2043350001,2124094,BX,FALSE,1943,Pelham Bay Park-Mounted Police Building,1006418,current,,X039,32,12.22,,,,X039,X-15,X039-BLG1428,"MULTIPOLYGON (((-73.81962980675935 40.85028947468399, -73.8195276232925 40.85036196939052, -73.81958034102726 40.8504048144882, -73.81961041269594 40.85038348019724, -73.81962502983195 40.85039536075203, -73.81973554831299 40.85031695193614, -73.81966821342581 40.85026222726147, -73.81962980675935 40.85028947468399)))",FALSE,Active
,2043350002,2120407,BX,FALSE,1935,Pelham Bay Park-Building,130926,current,,X039,31,13,,,,X039,X-15,X039-BLG1426,"MULTIPOLYGON (((-73.82706459390806 40.85363261584256, -73.82720896533807 40.85362091954773, -73.82719165190682 40.85352130270559, -73.82705041746372 40.853533480042216, -73.82706459390806 40.85363261584256)))",FALSE,Active
,2056500001,2124052,BX,FALSE,1935,Pelham Bay Park-Building,717490,current,,X039,43,12.59,,,,X039,X-15,X039-BLG1422,"MULTIPOLYGON (((-73.79910638908909 40.87768767619058, -73.7991329040097 40.87773268108709, -73.7991908090216 40.87771302691523, -73.79916429406968 40.87766802203187, -73.79910638908909 40.87768767619058)))",FALSE,Active
,2056500001,2124051,BX,FALSE,1935,Pelham Bay Park-Building,629702,current,,X039,46,25.67297832,,,,X039,X-15,X039-BLG1420,"MULTIPOLYGON (((-73.7994235256036 40.877675484074146, -73.79953947946743 40.87763794602216, -73.7995410339579 40.877637442647114, -73.79953248449921 40.8776222284327, -73.7996895163476 40.877571392007326, -73.79969146628576 40.87757076054661, -73.7996457687776 40.87748943904883, -73.7996438437796 40.877490062447684, -73.79948032456622 40.87754299828747, -73.79947946716293 40.87754327594953, -73.79948032741761 40.877544806475576, -73.79948831160948 40.877559015666115, -73.79935023278617 40.87760371641776, -73.79934392457007 40.87760575856636, -73.79937222792512 40.87765612533142, -73.79940642673687 40.8776450547269, -73.7994235256036 40.877675484074146)))",FALSE,Active
,2056500002,2123673,BX,FALSE,1935,Pelham Bay Park-Building,601205,current,,X039,68,15.98,,,,X039,X-15,X039-BLG1419,"MULTIPOLYGON (((-73.81202130594754 40.881121339191, -73.81204261442527 40.88119479434369, -73.81210896205482 40.88118370749904, -73.81208765232093 40.88111025235652, -73.81202130594754 40.881121339191)))",FALSE,Active
,2056500002,2082924,BX,FALSE,1935,Pelham Bay Park-Building,421699,current,,X039,32,17.42,,,,X039,X-15,X039-BLG1418,"MULTIPOLYGON (((-73.81057686928385 40.87581714198878, -73.81061285865125 40.87581870037078, -73.81061129013753 40.87583958195261, -73.81075987386942 40.87584601205913, -73.8107636964043 40.875795116349096, -73.81076540541714 40.875772370981935, -73.81058915133505 40.87576474374448, -73.81058083250778 40.87576438340217, -73.81057686928385 40.87581714198878)))",FALSE,Active
,2043350001,2124096,BX,FALSE,1943,"Pelham Bay Park-Pelham-bay Circles, Drives & Medians-Building",1032733,current,,X039,11,13.41,,,,X039-ZN21,X-15,X039-ZN21-BLG1410,"MULTIPOLYGON (((-73.81999208988462 40.85680427821732, -73.8200351709558 40.85686107915559, -73.82008849298394 40.856837763921845, -73.82004541187989 40.856780963903745, -73.81999208988462 40.85680427821732)))",FALSE,Active
,2056500001,2118123,BX,FALSE,1935,Pelham North Park Headquarters-Pelham Bay M/O Office,316166,current,,X039,23,13.87,,,,X039-ZN06,X-15,X039-ZN06-BLG1396,"MULTIPOLYGON (((-73.80853831262162 40.86175049195451, -73.8085393229055 40.861756354032714, -73.80854107835339 40.8617621137908, -73.80854356014358 40.86176771716809, -73.8085467482656 40.8617731110022, -73.8085506084681 40.86177824480874, -73.8085551076806 40.86178306990619, -73.80856020214736 40.86178754119724, -73.80856584454652 40.86179161628027, -73.8085719792432 40.861795256341644, -73.80857855177561 40.861798427072316, -73.80858549818022 40.86180109864979, -73.80859275329172 40.861803246652684, -73.80860024837888 40.86180484935508, -73.80860791231478 40.86180589313153, -73.80861567396221 40.86180636795864, -73.80862345980134 40.86180626741099, -73.80862395097267 40.86175016757634, -73.80895063422733 40.86175181477451, -73.80895028813538 40.86179136470867, -73.80905335263981 40.8617918838104, -73.8090544336444 40.86166820212798, -73.80905501606473 40.86160167564508, -73.80884439802814 40.86160237506788, -73.80878976835497 40.861602556495626, -73.80878385896393 40.861602649358396, -73.80877803071675 40.86160339701296, -73.80877240820189 40.86160478255657, -73.80876711367172 40.86160677647558, -73.8087622587403 40.86160933663197, -73.80875794913001 40.86161240737049, -73.80875427754485 40.86161592310892, -73.80875132010945 40.86161980923268, -73.80874914349096 40.86162398030564, -73.80875030333291 40.86168590275821, -73.80871580639352 40.86168566997616, -73.80861039651344 40.86168495757888, -73.80860269271102 40.86168581917742, -73.80859513554994 40.86168724382618, -73.8085877962317 40.86168921903647, -73.80858358127902 40.861690716766006, -73.80858074360646 40.861691725111704, -73.80857404416255 40.86169473874944, -73.80856776202911 40.861698232140924, -73.80856195542302 40.86170217116405, -73.80855668019682 40.86170651899149, -73.80855198509428 40.86171123608247, -73.80854791532171 40.861716275686504, -73.80854450778021 40.86172159193984, -73.80854179582832 40.86172713356979, -73.80853980571044 40.86173284839147, -73.80853943421256 40.86173458302305, -73.80853855536853 40.861738684206124, -73.80853805564354 40.86174458340026, -73.80853831262162 40.86175049195451)))",FALSE,Active
,2056500001,2118122,BX,FALSE,1935,Pelham Bay Park-Pelham North Park Headquarters-Building,391428,current,,X039,27,13.38,,,,X039-ZN06,X-15,X039-ZN06-BLG1395,"MULTIPOLYGON (((-73.80894455311937 40.86198920859956, -73.80894541997166 40.8619934027253, -73.80894710327988 40.86199745142284, -73.80894956297561 40.86200126457657, -73.80895274474683 40.86200475564919, -73.80895657883895 40.86200784618245, -73.80896097767751 40.8620104675939, -73.8089658417985 40.86201256118677, -73.80897106459022 40.86201407905845, -73.80897652635257 40.86201498769245, -73.80898210616047 40.8620152670778, -73.80905303623037 40.862015274624234, -73.80905314872564 40.86197237627585, -73.80905330037791 40.86191418763896, -73.80905339475318 40.86187801323313, -73.80900443277166 40.86187793939778, -73.80894703884277 40.86187785338085, -73.80894702926341 40.861881187886645, -73.80894693695679 40.861916622091506, -73.80862408421457 40.86191613566859, -73.80862415672402 40.86188805304707, -73.80862422296107 40.861862974456194, -73.80861640220365 40.861862841718555, -73.80860860233386 40.86186328172794, -73.80860089334655 40.861864289197435, -73.8085933476192 40.86186585524231, -73.80858603635866 40.86186796557276, -73.80857902485965 40.86187059958593, -73.80857238079673 40.86187373398131, -73.80856616474611 40.86187733914325, -73.80856043373625 40.86188138184823, -73.8085552424362 40.86188582436637, -73.80855063722294 40.86189062535208, -73.80854720736234 40.861895039275346, -73.80854666210908 40.86189574075432, -73.80854335400362 40.8619011220079, -73.80854074388506 40.86190672053761, -73.8085388544398 40.86191248415271, -73.80853770480363 40.86191835795493, -73.80853730461843 40.8619242888313, -73.80853765878695 40.86193022185991, -73.80853876153964 40.86193610120072, -73.80854060591822 40.86194187191213, -73.80854317190972 40.861947481732365, -73.80854643831482 40.86195287839767, -73.80855037207084 40.86195801052508, -73.80855483130784 40.861962717591595, -73.80855494009944 40.86196283213458, -73.80856009627503 40.861967297224474, -73.80856579564279 40.8619713651979, -73.80857198256757 40.86197499724139, -73.80857860258234 40.861978160846746, -73.80858559290934 40.86198082619355, -73.8085928883859 40.86198296795984, -73.80860042027264 40.86198456712119, -73.808608121006 40.861985608257164, -73.80891571916665 40.861985018587674, -73.80894452024262 40.86198496362616, -73.80894455311937 40.86198920859956)))",FALSE,Active
,2056500001,2000000,BX,FALSE,,Pelham Bay Park-Building,,,,X039,,,,,,X039,X-15,X039-BLG1390,"MULTIPOLYGON (((-73.80791212681392 40.86334418802039, -73.80792395742887 40.86332276520623, -73.80800651034232 40.86326286141451, -73.80796377671001 40.86322669498794, -73.8078900787501 40.86328066844662, -73.80790328110551 40.86329312531796, -73.80787860756507 40.863309468684314, -73.80787521701227 40.86330680478711, -73.8078116249309 40.86331882940598, -73.80781049530995 40.863323082347826, -73.80773476150316 40.86330779729749, -73.80773760631907 40.863300653934466, -73.80768617272548 40.86328904912869, -73.807669161621 40.8633381615089, -73.8077201269909 40.863349265768875, -73.80772195288462 40.863341727193394, -73.80779487073494 40.86335828806042, -73.80779457174789 40.863365704012246, -73.80783583644266 40.86339835253448, -73.80789882261283 40.86338669429418, -73.80791212681392 40.86334418802039)))",FALSE,Inactive
,2056500001,2118114,BX,FALSE,1935,Pelham Bay Park-Building,797062,current,,X039,39,10.72,,,,X039,X-15,X039-BLG1388,"MULTIPOLYGON (((-73.80863625512895 40.863767215790034, -73.80859940399756 40.86383368569032, -73.80861536034173 40.863854545031856, -73.80862182245907 40.86385328965901, -73.8086543193626 40.86384697887979, -73.8086743083481 40.86383823673574, -73.80869000049816 40.863809929686134, -73.80868465157022 40.863780469337755, -73.80867727712943 40.863770660661494, -73.8086663661246 40.86375614915591, -73.80863625512895 40.863767215790034)))",FALSE,Active
,2056500001,2118119,BX,FALSE,1935,Pelham Bay Park-Building,965912,current,,X039,27,17,,,,X039,X-15,X039-BLG1387,"MULTIPOLYGON (((-73.80739814210295 40.863431289430984, -73.80754026543518 40.86344223072674, -73.80768275798214 40.86346332820831, -73.80784212319348 40.86348692366325, -73.80785735717566 40.86342762193732, -73.80766581202556 40.86339926149326, -73.80755086272268 40.86338224233546, -73.80740376883257 40.86337322070853, -73.80739814210295 40.863431289430984)))",FALSE,Active
,2043350001,2049722,BX,FALSE,1943,Pelham Bay Park-Building,282607,current,,X039,30,26.13,,,,X039,X-15,X039-BLG1394,"MULTIPOLYGON (((-73.81971600192523 40.85077435948161, -73.81983739125644 40.850737408270355, -73.8197274203762 40.850529105413294, -73.81960310333695 40.850566947922516, -73.81960872289933 40.85057759243879, -73.8195841640229 40.85058506865118, -73.81960875654832 40.85063165091673, -73.81963534499972 40.85062355743235, -73.81964040414886 40.85063314028944, -73.8196202687524 40.850639269983546, -73.81965918812809 40.85071298939774, -73.81968022319626 40.85070658645264, -73.81971600192523 40.85077435948161)))",FALSE,Active
,2043350001,2124093,BX,FALSE,1943,Pelham Bay Park-Building,429705,current,,X039,32,14.06,,,,X039,X-15,X039-BLG1386,"MULTIPOLYGON (((-73.81946292101202 40.850643748733695, -73.81953071526645 40.85076920530375, -73.8195976756569 40.85074834204619, -73.81952988011149 40.850622885513175, -73.81946292101202 40.850643748733695)))",FALSE,Active
,2056500001,2118100,BX,FALSE,1935,Pelham Bay Park-Building,237364,current,,X039,9,14.82,,,,X039,X-15,X039-BLG1384,"MULTIPOLYGON (((-73.80309902014376 40.852852575121254, -73.80321467372832 40.85283746496899, -73.80320278925012 40.85278502066549, -73.80316736226828 40.85278964909567, -73.80314106716432 40.852673613458656, -73.80306085027868 40.852684093366165, -73.80309902014376 40.852852575121254)))",FALSE,Inactive
,2056500001,2118103,BX,FALSE,1935,Pelham Bay Park-Building,40868,current,,X039,8,14.33,,,,X039,X-15,X039-BLG1373,"MULTIPOLYGON (((-73.80282079494644 40.85261547543182, -73.80278559217338 40.85262170250403, -73.80280283506099 40.852677907468184, -73.80287345305024 40.85266541584476, -73.8029668137509 40.852648901797416, -73.80294956954627 40.85259269685548, -73.8028625083484 40.85260809693741, -73.80282079494644 40.85261547543182)))",FALSE,Inactive
,5078570090,5087656,R,FALSE,1880,Conference House Park-The Conference House,702698,current,,R006,38,38.64,"7455 HYLAN BLVD. STATEN ISLAND, NY 10305",,,R006-ZN03,R-03,R006-ZN03-BLG1360,"MULTIPOLYGON (((-74.25311647359283 40.50309522906913, -74.25316843581105 40.503194494597345, -74.25317822887558 40.503213202283405, -74.25332625669132 40.503168051559626, -74.25329120072385 40.50310108423694, -74.25326450000938 40.5030500784272, -74.25311647359283 40.50309522906913)))",FALSE,Active
,5066940001,5130008,R,FALSE,1966,Princess Bay Boatmen's Association,770910,current,,R079,6,19,Bayview Ave and Johnston Terrace,,,R079,R-03,R079-BLG1351,"MULTIPOLYGON (((-74.1997006468822 40.51341117879957, -74.1997918453698 40.51340654084009, -74.19979041473391 40.51339015996582, -74.19979323076714 40.513390016382026, -74.19978903410517 40.51334194792703, -74.19979922467319 40.51334142949224, -74.1997965918758 40.51331128789183, -74.19971500247378 40.513315437256786, -74.19971570375671 40.51332347507883, -74.1996910260221 40.51332473013253, -74.19969722867427 40.513395777558245, -74.19969929321486 40.51339567220605, -74.1997006468822 40.51341117879957)))",FALSE,Active
,5066940001,5163990,R,FALSE,1966,Lemon Creek Park-Building,100342,current,,R079,27,15.41,,,,R079,R-03,R079-BLG1348,"MULTIPOLYGON (((-74.1981680131417 40.51525664345591, -74.19824922284869 40.515247370929025, -74.19824839736975 40.51524315786941, -74.19827497499936 40.51524012309747, -74.19828241442335 40.51523927365239, -74.19828466799983 40.51525076773997, -74.19837498145142 40.51524045549253, -74.19836689198272 40.51519918822858, -74.19832162441043 40.515204357157046, -74.19830966878578 40.51514336863485, -74.1982894737342 40.515145674665185, -74.1982748343551 40.51514734612621, -74.19827788106768 40.5151628912337, -74.19823080526203 40.51516826586962, -74.19822990433006 40.515163675617615, -74.19822018956314 40.5151647847397, -74.198217534635 40.51515123903362, -74.19815461631016 40.51515842314798, -74.19815694534608 40.51517030433613, -74.19815121745624 40.51517095900522, -74.1981680131417 40.51525664345591)))",FALSE,Active
,5066940173,5082852,R,FALSE,1899,Lemon Creek Park-Seguine Mansion,27105,current,,R079,30,37.38,"440 SEGUINE AVE SI, NY 10309",,,R079,R-03,R079-BLG1346,"MULTIPOLYGON (((-74.19749667833342 40.51528824844064, -74.19770402026623 40.51526744222098, -74.19769407962906 40.51520973440181, -74.19765216256903 40.515213940931126, -74.19763795284324 40.515131456943074, -74.19747252834684 40.51514805659522, -74.19749667833342 40.51528824844064)))",FALSE,Active
,5064690125,5082211,R,FALSE,,Blue Heron Nature Center,501932,current,,R119,56,25.25,,,,R119_temp,R-03,R119-BLG1343,"MULTIPOLYGON (((-74.17743499568837 40.53206061360289, -74.17730877467132 40.53209591395134, -74.1773289277439 40.53213786460835, -74.17732020156704 40.532140305013364, -74.17734513273592 40.53219220364081, -74.17746772499069 40.532157919256356, -74.17747510314146 40.5321558555443, -74.1774642747057 40.53213331311921, -74.17746185243357 40.5321282711968, -74.17746803823849 40.532126541623605, -74.17748658857217 40.532121353813494, -74.1774793241256 40.53210623254652, -74.17745508954037 40.532055784524616, -74.17745475486178 40.532055088032095, -74.17743499568837 40.53206061360289)))",FALSE,Inactive
,5026000100,5127014,R,FALSE,1940,Fresh Kills Park-Building,103759,current,,R017,21,18.97,Drapper P & Richmond Av,,,R065-ZN09,R-02,R017-BLG1338,"MULTIPOLYGON (((-74.16370384270431 40.592537309959326, -74.16368623674887 40.592601551441255, -74.1637250604978 40.592607734965284, -74.16379690075703 40.592619175507544, -74.16380955523422 40.59262119085311, -74.16382811178585 40.59255347737555, -74.16378177432553 40.59254609789303, -74.16370479460143 40.59253383798179, -74.16370384270431 40.592537309959326)))",FALSE,Active
