Alteration_Year,BBL,BIN,borough,Comfort Station,CNSTRCT_YR,DESCRIPTION,DOITT_ID,DOITT_Source,Demolition_Year,GISPROPNUM,GROUNDELEV,HEIGHTROOF,LOCATION,MaintBy,MaintBySpec,OMPPROPID,Parks_District,SYSTEM,multipolygon,Recreation_Center,FeatureStatus
,4058400100,4583257,QN,FALSE,1936,Clearview Park Golf Course-Parking Lot Storage Shed,448350,current,,Q010,11,16.02,,,,Q010,Q-07,Q010-BLG0465,"MULTIPOLYGON (((-73.79022099441846 40.787517582051, -73.79024669754233 40.78753431336227, -73.7903534698699 40.78760381578944, -73.79042463326054 40.78754065963319, -73.79037528895452 40.787508538983076, -73.7902921578426 40.787454425975696, -73.79022099441846 40.787517582051)))",FALSE,Active
,4135380007,4448954,QN,FALSE,1948,Brookville Park-Zone 1-DOT Maintenance Garage,690971,current,,Q008,18,13.2081,,,,Q008-ZN01,Q-13,Q008-ZN01-BLG0455,"MULTIPOLYGON (((-73.74037988345721 40.66467657593429, -73.74035317143075 40.66466674140209, -73.7402748943539 40.66479002868265, -73.74045221443778 40.66485530955554, -73.74055387050552 40.66489273394551, -73.7406321460012 40.66476944737442, -73.74051098861482 40.66472484244424, -73.74047377240008 40.664711141726464, -73.74037988345721 40.66467657593429)))",FALSE,Active
,4038660070,4558618,QN,FALSE,1931,Forest Park Visitor Center,496797,current,,Q015,128,18.37,Woodhaven Boulevard and Forest Park Drive,,,Q015_temp,Q-16,Q015-ZN05-BLG0438,"MULTIPOLYGON (((-73.85511052043485 40.70068828722885, -73.85521102637063 40.70080761914369, -73.85528693540903 40.70077058734923, -73.85529923274557 40.700764588282155, -73.85528724909221 40.70075036041553, -73.85519872671678 40.70064525644363, -73.85511052043485 40.70068828722885)))",FALSE,Active
,4038660070,4558615,QN,FALSE,1931,Forest Park-Zone 6-Forest Park Shops-Greenstreets Crew Building,1233071,current,,Q015,144,19.85,,,,Q015-ZN06,Q-16,Q015-ZN06-BLG0416,"MULTIPOLYGON (((-73.8589110510143 40.70060282141402, -73.8590275377736 40.70061614315645, -73.85902823334493 40.70061622235303, -73.85904228319521 40.700545062998266, -73.85892509980361 40.700531662071974, -73.8589110510143 40.70060282141402)))",FALSE,Active
,4022090010,4541452,QN,TRUE,1939,Triassic Playground Public Restroom,1054814,current,,Q099,4,16.6213314,Jewel Ave. & Van Wyck Expwy.,,,Q099-15,Q-15,Q099-15-BLG0351,"MULTIPOLYGON (((-73.83505935063054 40.7299803587101, -73.83507327220585 40.730035094544306, -73.83514759393255 40.73002415171129, -73.83513374143776 40.72996969964571, -73.83513362302668 40.72996923571344, -73.83505930017297 40.7299801794363, -73.83505935063054 40.7299803587101)))",FALSE,Active
,4102310001,4595483,QN,TRUE,1938,173rd St Playground Public Restroom,1248208,current,,Q121,46,15.21960234,173rd St. & 106th Ave.,,,Q121-02,Q-12,Q121-02-BLG0350,"MULTIPOLYGON (((-73.78510284600759 40.703988117373804, -73.78511618809334 40.704007424995844, -73.7851984761175 40.70397450809885, -73.78518829051109 40.703959769283244, -73.78517137497846 40.703935289649834, -73.78508909641783 40.703968218251894, -73.78510284600759 40.703988117373804)))",FALSE,Active
,4038660070,4558622,QN,FALSE,1931,Forest Park-Zone 13-Golf Course Building,618788,current,,Q015,100,15.90065212,,,,Q015,Q-16,Q015-BLG0349,"MULTIPOLYGON (((-73.86688041108164 40.70166729605058, -73.86687048672903 40.701669300820576, -73.86688838382359 40.70172062103972, -73.86689534886926 40.70171921348816, -73.86694263161554 40.70170966328647, -73.86695536258524 40.70170709172981, -73.86694139617907 40.70166704148186, -73.8669374654427 40.701655771521004, -73.86688041108164 40.70166729605058)))",FALSE,Active
,4038660070,4558626,QN,FALSE,1931,Forest Park Golf Course Building,71511,current,,Q015,153,13.14,,,,Q015,Q-16,Q015-BLG0348,"MULTIPOLYGON (((-73.86483825479147 40.69731041416965, -73.86478634808162 40.697332503129765, -73.8647714971179 40.69733882259478, -73.86477872408746 40.69734866019037, -73.86479389424227 40.6973693096766, -73.86484595611022 40.69734715335682, -73.86489104423458 40.69732796592466, -73.86493862623847 40.69730771789497, -73.86492012279002 40.69728253133078, -73.86491622906861 40.69727723084107, -73.86483825479147 40.69731041416965)))",FALSE,Active
,4038660070,4558624,QN,FALSE,1931,Forest Park Golf Course Building,541995,current,,Q015,139,7.80644708,,,,Q015,Q-16,Q015-BLG0347,"MULTIPOLYGON (((-73.86460654339524 40.69784374105958, -73.86461540602645 40.69784402163907, -73.86476326091949 40.697848690828906, -73.86476915102105 40.69774066315561, -73.86469874696996 40.6977384398912, -73.86469453039284 40.69773830706131, -73.86469205655895 40.69778368552671, -73.86469165596861 40.69779101433442, -73.86468710102177 40.69779087030031, -73.86460278481168 40.69778820737886, -73.8646026274584 40.697788202691214, -73.86459961040528 40.69784352218341, -73.86460654339524 40.69784374105958)))",FALSE,Active
,4076770050,4163699,QN,TRUE,1956,Alley Park Public Restroom,240770,current,,Q356,159,14.42,67 Avenue & 230 Street,,,Q356,Q-07A,Q356-BLG0345,"MULTIPOLYGON (((-73.74560771441872 40.74696253353581, -73.74557391077767 40.746992615153786, -73.74557448244266 40.746992986526244, -73.74561555487891 40.74701968371917, -73.74563017957317 40.74702919028562, -73.74567834367518 40.74698633150456, -73.74562759900356 40.74695334812406, -73.74562207370536 40.7469497563934, -73.74560771441872 40.74696253353581)))",FALSE,Active
,4113000001,4575120,QN,TRUE,1964,East Springfield Playground Public Restroom,453284,current,,Q404,57,15.2,115 Road between 218 & 219 Streets,,,Q404,Q-13,Q404-BLG0340,"MULTIPOLYGON (((-73.73990178716568 40.698651592344945, -73.73987856678872 40.698697109589936, -73.73989049388084 40.69870063415027, -73.73994734259033 40.69871743296801, -73.73997448922304 40.69866421796205, -73.73990571346806 40.69864389460007, -73.73990178716568 40.698651592344945)))",FALSE,Active
,4052560001,4523133,QN,TRUE,1962,Auburndale Playground Public Restroom,951649,current,,Q397,108,14.79,"170-171 Streets, 33-35 Avenues",,,Q397,Q-07,Q397-BLG0337,"MULTIPOLYGON (((-73.79446695533251 40.76588389177036, -73.7944806553042 40.76588500222038, -73.79453932245244 40.76588975617234, -73.79454725839523 40.76583314648451, -73.7945059359016 40.76582979674621, -73.79447489133884 40.765827281186986, -73.79446695533251 40.76588389177036)))",FALSE,Active
,4130280001,4280350,QN,TRUE,1961,Montbellier Park Public Restroom,374879,current,,Q396,17,15.61661348,Springfield Boulevard & 139 Avenue,,,Q396,Q-12,Q396-BLG0336,"MULTIPOLYGON (((-73.75636617544797 40.67403696382281, -73.75643938723728 40.67404179972791, -73.75644564349271 40.673986890350136, -73.75637243294595 40.67398205445155, -73.75636617544797 40.67403696382281)))",FALSE,Active
,4128200001,4539793,QN,TRUE,1947,Delphin H. Greene Playground Public Restroom,337992,current,,Q307,41,15,121 Avenue & 237 Street,,,Q307,Q-13,Q307-BLG0321,"MULTIPOLYGON (((-73.72861746130124 40.68465913069662, -73.72868373875323 40.684678246495814, -73.72870929474414 40.6846268970693, -73.72864301851877 40.68460778128751, -73.72861746130124 40.68465913069662)))",FALSE,Active
,4014410015,4546688,QN,TRUE,1936,Northern Playground Public Restroom,1167296,current,,Q363,76,16.67,Northern Boulevard & 93 Street,,,Q363,Q-03,Q363-BLG0308,"MULTIPOLYGON (((-73.87444881380344 40.75625389382626, -73.8744603346947 40.75630812135056, -73.87453828258049 40.756298544741945, -73.87452676044317 40.756244317224116, -73.87444881380344 40.75625389382626)))",FALSE,Active
,4158760001,4000000,QN,FALSE,,Beach 44th Street Playground-Building,,,,Q162G11,,,,,,Q162G11,Q-14,Q162G11-BLG0300,"MULTIPOLYGON (((-73.77498525352253 40.59156688949518, -73.77472219755597 40.591582147690055, -73.7747270211328 40.59163457496281, -73.77498989939997 40.59161917682706, -73.77499040982451 40.591619146308155, -73.77498525352253 40.59156688949518)))",FALSE,Inactive
,4156490001,4299407,QN,TRUE,1931,Beach 17 Playground Public Restroom,468532,current,,Q162J,11,11.80259333,Beach 17th St. & Seagirt Blvd.,,,Q162J,Q-14,Q162J-BLG0297,"MULTIPOLYGON (((-73.75033402460315 40.59417520824092, -73.75033785614869 40.59418046213195, -73.75044782170932 40.59433126270722, -73.75078788989245 40.59418716364702, -73.75079068820432 40.59418597741868, -73.75076836750026 40.59415536784487, -73.75074248204078 40.59411987058161, -73.75067689054445 40.59402992328973, -73.75033402460315 40.59417520824092)))",FALSE,Active
,4029600002,4546746,QN,FALSE,,Juniper Valley Ballfields Public Restroom,1079625,current,,Q102,103,14.02,"mid-Park, near hockey rink & ballfields",,,Q102-ZN01,Q-05,Q102-BLG0275,"MULTIPOLYGON (((-73.88302332287057 40.71984569706476, -73.88311345132514 40.7198574060886, -73.8831147491928 40.71985162252657, -73.88312713856386 40.71979641579745, -73.88312769803262 40.71979392105064, -73.88303757085292 40.7197822075365, -73.88302332287057 40.71984569706476)))",FALSE,Active
,4028050031,4062887,QN,FALSE,2011,Elmhurst Park Public Restroom,49791,current,,Q492,85,20.02376431,Grand Ave. & 79th St.,,,Q492,Q-04,Q492-BLG0222,"MULTIPOLYGON (((-73.88512483100705 40.72888922305699, -73.88513929235741 40.72899721216244, -73.88536979702376 40.72897934792656, -73.88535533530528 40.72887135794919, -73.88512483100705 40.72888922305699)))",FALSE,Active
,4031340001,4571822,QN,FALSE,1930,Ps 174 Playground (mount Playground)-Building,1019914,current,,Q306,73,13.15,,,,Q306,Q-06,Q306-BLG0219,"MULTIPOLYGON (((-73.86036718434025 40.720375425424166, -73.86077137059398 40.72037618776611, -73.86077157745832 40.72031285779209, -73.86036739158867 40.720312095450865, -73.86036718434025 40.720375425424166)))",FALSE,Active
,4078600020,,QN,FALSE,,Alley Park (athletic)-Building,,,,Q001A,,,,,,Q001-ZN01,Q-13,Q001A-BLG0201,"MULTIPOLYGON (((-73.73513658626057 40.73925591836811, -73.7351493065071 40.73929130620431, -73.73519350893214 40.73928247297537, -73.73518088001083 40.7392470385274, -73.73513658626057 40.73925591836811)))",FALSE,Active
,4078600020,4438343,QN,FALSE,1930,Alley Park (athletic)-Building,1258422,current,,Q001A,121,8,,,,Q001-ZN01,Q-13,Q001A-BLG0190,"MULTIPOLYGON (((-73.73547181013261 40.739224439729796, -73.73546605645743 40.73920889089023, -73.73545822247578 40.739187718080295, -73.7354542387121 40.73917695322049, -73.73530272345836 40.73920938729464, -73.73530761497967 40.73922260813982, -73.73531458447998 40.73924144124546, -73.73532029477585 40.73925687472739, -73.73547181013261 40.739224439729796)))",FALSE,Active
,4128200001,4000000,QN,FALSE,,Ps 176 Playground-Building,,,,Q307,,,,,,Q307,Q-13,Q307-BLG0184,"MULTIPOLYGON (((-73.72965879350389 40.68561385810777, -73.72973540366313 40.685636910321186, -73.7298844360095 40.6853499094549, -73.72980782613216 40.68532685643941, -73.72965879350389 40.68561385810777)))",FALSE,Inactive
,4999999999,4612891,QN,TRUE,2015,Laurelton West Playground Public Restroom,1267596,current,,Q027,44,14.93954399,238th St. & 120th Ave.,,,Q027,Q-13,Q027-BLG0176,"MULTIPOLYGON (((-73.726928583451 40.68501439696863, -73.72699922075452 40.685033899599745, -73.72702498930678 40.68497981257471, -73.72695435205296 40.684960309959294, -73.726928583451 40.68501439696863)))",FALSE,Active
